artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,genre
Roberta Flack,Killing Me Softly With His Song,0.727,0.477,286920,0.381,0,5,0.0615,-10.237,0.0342,121.568,4,0.318,soul
Sam & Dave,"Hold On, I'm Comin'",0.196,0.803,155707,0.338,0.038,6,0.097,-14.029,0.0349,106.841,4,0.902,soul
"Grover Washington, Jr.",Just The Two Of Us,0.418,0.787,237667,0.326,0.0263,1,0.0514,-14.809,0.0835,95.892,4,0.601,soul
The Temptations,(I Know) I'm Losing You,0.404,0.683,147867,0.505,1.11e-05,5,0.158,-8.369,0.0299,110.254,4,0.858,soul
The Jackson 5,ABC,0.448,0.559,179973,0.752,0.00061,8,0.0907,-10.046,0.0581,187.712,4,0.954,soul
The Pop Dance Band,Georgia On My Mind,0.585,0.295,220000,0.296,0,7,0.125,-12.962,0.0299,95.368,3,0.173,soul
The Impressions,People Get Ready - Single Version,0.486,0.423,157480,0.227,0.000242,1,0.246,-15.978,0.0414,143.346,3,0.379,soul
Stevie Wonder,Don't You Worry 'Bout A Thing,0.0551,0.712,284747,0.636,0,11,0.0868,-11.542,0.0454,124.669,4,0.897,soul
Marvin Gaye,What's Happening Brother,0.361,0.458,163413,0.768,0.0286,8,0.244,-7.054,0.0386,98.04,4,0.747,soul
Jean Knight,Mr. Big Stuff,0.301,0.889,167080,0.655,4.8e-06,8,0.097,-6.684,0.123,93.252,4,0.969,soul
Amy Winehouse,Me & Mr Jones,0.501,0.604,151573,0.81,0,4,0.243,-2.54,0.0943,87.882,4,0.461,soul
Innerzone Orchestra,Galaxy,0.045,0.771,308373,0.356,0.878,1,0.476,-19.934,0.0572,115.985,4,0.404,techno
Robert Armani,Ambulance,0.0137,0.792,218200,0.657,0.915,8,0.104,-8.407,0.111,127.458,4,0.663,techno
Marco Bailey,Kiev - Original Mix,0.00473,0.786,449524,0.583,0.864,4,0.097,-8.422,0.0496,125.996,4,0.286,techno
UR,Hadde d vært no´,0.0043,0.73,194320,0.718,3e-05,7,0.0719,-5.616,0.0343,98.065,4,0.551,techno
Joel Mull,The Waiting,0.00573,0.797,572140,0.794,0.942,7,0.111,-10.016,0.0728,127.998,4,0.37,techno
Larry Heard,Perpetual Radiance,6.37e-06,0.661,316173,0.458,0.442,10,0.0736,-14.704,0.038,99.988,4,0.244,techno
Legowelt,Ancient Rites Demoni Mundi,0.0998,0.617,278766,0.621,0.913,8,0.207,-12.347,0.0398,120.002,4,0.611,techno
Mr. De',The Zoo,0.0434,0.781,204987,0.529,0.291,8,0.105,-7.872,0.155,150.021,4,0.561,techno
Kenny Larkin,Tedra,0.00765,0.466,341107,0.558,0.728,6,0.101,-15.972,0.0464,109.986,4,0.0355,techno
Basic Channel,Phylyps Trak,0.00466,0.609,597560,0.996,0.811,5,0.0898,-7.857,0.049,143.906,4,0.477,techno
The Black Dog,Wrong Pocket,0.0757,0.694,352212,0.526,0.913,9,0.0941,-14.091,0.0446,124.999,4,0.0546,techno
B12,Gimp,0.162,0.6,441200,0.561,0.675,1,0.102,-12.126,0.0463,127.808,4,0.37,techno
Robert Hood,Motor City,0.0159,0.797,425742,0.564,0.857,7,0.0785,-13.526,0.0659,118.043,4,0.597,techno
Claude Young,Dark 1,0.00502,0.758,308863,0.982,0.881,1,0.0421,-6.642,0.0686,139.992,4,0.859,techno
Death In Vegas,Dirge,0.0126,0.487,344333,0.694,0.664,4,0.0678,-7.737,0.0273,100.001,4,0.498,techno
K-Reem,Triangle Of Love (Instrumental,0.164,0.696,327480,0.922,0.000676,9,0.0913,-11.678,0.0543,122.485,4,0.574,techno
DJ Godfather,#STFU!,0.135,0.828,229880,0.828,0.387,4,0.0288,-4.768,0.295,170.023,4,0.412,techno
Ben Klock,October,0.00261,0.825,524811,0.533,0.783,8,0.108,-11.363,0.128,126.003,4,0.74,techno
Hieroglyphic Being,The Man with the Red Rhythm,0.000171,0.547,435345,0.663,0.345,4,0.111,-5.56,0.0538,124.941,4,0.122,techno
Speedy J,De-Orbit,0.0134,0.61,373000,0.726,0.0136,1,0.0655,-16.152,0.0446,105.193,4,0.566,techno
The Other People Place,Let Me Be Me,0.00562,0.726,466413,0.52,0.866,6,0.109,-11.816,0.0528,130.686,4,0.321,techno
Pacou,Connection,0.374,0.644,298062,0.884,0.818,10,0.108,-12.991,0.0483,131.083,4,0.508,techno
Josh Wink,Are You There?,0.0524,0.819,373533,0.742,0.922,2,0.0635,-6.575,0.176,128.3,4,0.494,techno
Funk D'void,Pepis,9.7e-05,0.746,420528,0.564,0.383,11,0.171,-11.229,0.0632,120.016,4,0.286,techno
DJ Shufflemaster,Slip Inside You,0.00352,0.733,146533,0.949,0.944,7,0.133,-9.718,0.111,139.572,4,0.0688,techno
Mike Dearborn,An Acid Memory,0.00118,0.738,382000,0.939,0.803,6,0.169,-6.328,0.0676,129.81,4,0.576,techno
A Guy Called Gerald,How Long Is Now - Original Mix,0.000408,0.77,486191,0.688,0.891,1,0.0867,-10.369,0.0466,124.986,4,0.165,techno
Santiago Salazar,Technik,0.0292,0.765,307343,0.275,0.847,11,0.113,-18.607,0.0468,126.005,4,0.667,techno
Underground Resistance,Base Camp Alpha 808,0.0327,0.804,361907,0.758,0.911,6,0.101,-12.27,0.0648,126.986,4,0.142,techno
Hieroglyphic Being,The Electronic Belt,0.0142,0.535,412868,0.601,0.854,1,0.112,-13.428,0.0398,124.962,4,0.0452,techno
DJ Bone,Thursday Night,0.0256,0.594,91427,0.998,0.811,11,0.428,-6.12,0.0846,125.988,4,0.274,techno
Chymera,Fathoms - Esteble Dive Deep Remix feat. BeatuniQue On Hang,0.558,0.771,379714,0.359,0.905,7,0.0998,-13.3,0.0639,110.038,4,0.285,techno
Heiko Laux,Souldancer (Ray Kajioka Remix),0.0228,0.703,515406,0.344,0.927,2,0.105,-14.482,0.0621,126.991,4,0.342,techno
Blake Baxter,When We Used To Play,0.00201,0.765,369827,0.964,0.912,7,0.0789,-8.112,0.0403,122.242,4,0.749,techno
Deetron,Starblazer (Original Mix),0.000487,0.827,498282,0.81,0.645,11,0.058,-5.751,0.0513,124.989,4,0.0368,techno
Aaron Carl,Drive (I-75),0.0268,0.736,201693,0.609,0.803,2,0.448,-13.15,0.0477,147.992,4,0.28,techno
Fumiya Tanaka,Deepen Remix 2,2.73e-05,0.806,283560,0.593,0.926,1,0.0735,-12.109,0.0638,131.859,4,0.298,techno
John Beltran,Brilliant Flood - Kassem Mosse & Mix Mup Remix,0.0684,0.75,390063,0.764,0.872,8,0.0911,-14.198,0.0551,120.009,4,0.51,techno
Petar Dundov,Origins,0.0643,0.718,511191,0.594,0.876,7,0.109,-11.075,0.0636,120.012,4,0.103,techno
Transllusion,Transmission of Life,0.000689,0.567,270613,0.953,0.904,11,0.0721,-8.317,0.0448,134.157,4,0.367,techno
Ben Klock,Subzero,0.57,0.794,385960,0.609,0.875,6,0.102,-11.665,0.066,124.99,4,0.121,techno
"Anthony ""Shake"" Shakir",Anthony Shake Shakir Meets BBC,0.00222,0.778,304615,0.838,0.8,2,0.243,-9.857,0.0432,130.032,4,0.393,techno
Gaetano Parisio,Refrain,0.0454,0.795,409612,0.704,0.905,10,0.0854,-8.838,0.0784,127.013,4,0.502,techno
Richie Hawtin,Statikphunk - Ambivalent Remix,0.045,0.853,364360,0.874,0.876,1,0.0942,-8.167,0.0786,125.006,4,0.178,techno
Richard Bartz,Diamond Girl,0.00196,0.697,297503,0.877,0.87,6,0.0985,-6.367,0.0402,127.01,4,0.762,techno
Octave One,Blackwater (Full Strings Vocal Mix) [feat. Ann Saunderson & Urban Soul Orchestra],0.0982,0.717,495786,0.904,0.011,5,0.0885,-7.518,0.0608,134.244,4,0.467,techno
Joris Voorn,Ringo,0.036,0.75,410758,0.716,0.884,5,0.207,-10.023,0.0514,121.972,4,0.803,techno
Future Beat Alliance,Grey Summer,0.00143,0.549,462031,0.82,0.841,1,0.0858,-10.523,0.0582,129.998,4,0.2,techno
Model 500,Night Drive (Thru-Babylon),0.0263,0.767,368907,0.725,0.0679,7,0.352,-14.685,0.105,127.001,4,0.626,techno
Stacey Pullen,Any Which Way - Martin Buttrich Red Mix,0.000302,0.808,480931,0.658,0.881,10,0.0446,-11.263,0.0597,124.006,4,0.473,techno
Stanny Franssen,Bionical Clones,0.000177,0.846,457267,0.494,0.907,6,0.0948,-9.945,0.282,130.982,3,0.215,techno
Inner City,Good Life - Edit,0.172,0.716,244773,0.783,0.0346,4,0.0327,-12.876,0.0496,121.306,4,0.955,techno
John Selway,The Ocean Before Me - Paul Brtschitsch Remix,0.000166,0.802,549593,0.573,0.87,1,0.096,-10.705,0.0738,125.013,4,0.629,techno
Dj 3000,Wake it Up,0.000324,0.801,408393,0.874,0.774,8,0.123,-12.397,0.0426,125.988,4,0.59,techno
Suburban Knight,Art Of Stalking,0.0353,0.661,243867,0.916,0.85,9,0.475,-10.68,0.0597,135.824,4,0.519,techno
Laurent Garnier,Jacques In The Box (Brodinski & Gesaffelstein Dirty Sprite Remix),0.00233,0.681,340200,0.765,0.936,7,0.0839,-5.387,0.048,102.993,4,0.224,techno
Elecktroids,Elecktroids Bonus Circuit,0.0122,0.797,163213,0.792,0.9,10,0.089,-10.35,0.0625,129.797,4,0.26,techno
Detroit Grand Pubahs,Acid Dreams - The AC!D Face Sessions,0.0615,0.825,351982,0.413,0.763,10,0.0706,-10.291,0.252,125.005,4,0.277,techno
Claude Young,Concentration Factor,0.0281,0.631,385120,0.623,0.951,7,0.111,-19.873,0.0585,130.231,4,0.169,techno
Monika Kruse,Morgana,0.00857,0.791,456629,0.473,0.871,1,0.101,-15.067,0.0774,127.999,4,0.576,techno
UR,Body and Soul,0.0843,0.539,340347,0.659,0.92,1,0.0997,-13.893,0.0437,121.91,4,0.451,techno
Gary Beck,Say What - Adam Beyer Remix,8.95e-05,0.763,541057,0.877,0.866,11,0.226,-5.16,0.0799,125.982,4,0.468,techno
Sean Deason,The Nature of Time,3.86e-05,0.612,293636,0.57,0.719,6,0.0902,-13.124,0.04,132.004,4,0.532,techno
Petar Dundov,Moving,0.0165,0.644,561116,0.79,0.904,8,0.0787,-7.963,0.0357,123.008,4,0.362,techno
Kevin Saunderson,Till We Meet Again - Carl Craig Remix,0.000368,0.706,515693,0.499,0.876,10,0.0729,-17.182,0.0475,120.992,4,0.068,techno
Scan X,Blurred,0.00073,0.804,438761,0.715,0.85,7,0.247,-8.182,0.0452,125.011,4,0.229,techno
Funk D'void,All That Matters,0.000528,0.568,402413,0.752,0.57,7,0.364,-11.592,0.0357,129.99,4,0.624,techno
Cari Lekebusch,Unite - Joseph Capriati Remix,0.0022,0.808,475805,0.544,0.926,4,0.0986,-8.115,0.0901,124.997,4,0.2,techno
Andre Holland,Unabomber,0.0342,0.77,197440,0.973,0.92,1,0.0823,-7.501,0.0377,137.374,4,0.195,techno
Ian O'Brien,Gigantic Days,0.0176,0.591,545800,0.678,0.877,1,0.111,-10.595,0.0371,103.384,5,0.688,techno
Fabrice Lig,Bump Bump,0.00144,0.861,377933,0.706,0.643,7,0.112,-9.993,0.0668,126.012,4,0.896,techno
Kirk Degiorgio,Dread,0.00642,0.79,335624,0.928,0.911,11,0.0878,-10.809,0.0477,128.014,4,0.529,techno
DJ Hell,U Can Dance,0.0794,0.737,590333,0.597,0.566,0,0.114,-13.028,0.0528,124.005,4,0.453,techno
Oxia,Give a feeling - Original Mix,0.0021,0.807,436680,0.791,0.921,6,0.0778,-9.649,0.0512,124.011,4,0.144,techno
Millsart,"Track D1 taken from ""Every Dog Has It's Day Vol. 2""",0.0198,0.701,166467,0.63,0.918,1,0.0938,-15.89,0.0403,130.47,4,0.365,techno
Josh Wink,Balls - Groove,0.000144,0.765,558592,0.992,0.921,7,0.13,-7.921,0.0601,125.989,4,0.113,techno
LFO,Freak,0.00329,0.672,303547,0.964,0.87,11,0.133,-5.413,0.0698,134.988,4,0.762,techno
Alexander Kowalski,Delicious,0.23,0.759,390747,0.741,0.921,7,0.0999,-11.201,0.0581,129.712,4,0.772,techno
Baby Ford,Crashing,0.272,0.665,328733,0.676,0.942,6,0.0889,-10.4,0.0344,121.793,4,0.727,techno
Neil Landstrumm,The Coconut Kestrel,0.00552,0.64,185547,0.891,0.874,0,0.102,-4.293,0.0316,139.999,4,0.347,techno
Transllusion,Negative Flash,0.0406,0.701,268640,0.851,0.753,6,0.196,-9.092,0.166,63.339,4,0.331,techno
Drexciya,Organic Hydropoly Spores,0.118,0.534,129200,0.843,0.936,10,0.108,-8.538,0.0531,102.935,4,0.908,techno
UMEK,Hard Times - Radio Edit,0.021,0.626,233226,0.935,0.0209,8,0.228,-5.365,0.163,124.003,4,0.302,techno
Sterac,Rotary,0.00746,0.663,371101,0.667,0.882,4,0.113,-15.709,0.0535,130.007,3,0.0804,techno
James Ruskin,Slit,0.0686,0.768,467238,0.773,0.865,6,0.074,-6.79,0.0727,129.959,5,0.277,techno
RedHead,Acid Vision,0.000169,0.652,386424,0.917,0.809,11,0.111,-6.746,0.0721,128.002,4,0.0568,techno
Designer Music,Good Girls,0.0316,0.913,269267,0.489,0.776,1,0.211,-11.404,0.287,135.409,4,0.261,techno
K Hand,Down in Chicago,0.00627,0.858,424777,0.767,0.91,11,0.0762,-9.094,0.0983,117.005,4,0.195,techno
Tiefschwarz,Corporate Butcher - Solomun Remix,0.053,0.898,440557,0.392,0.00883,9,0.0955,-9.968,0.0583,123.993,4,0.264,techno
Mike Dearborn,Birds On E,0.000971,0.612,377803,0.993,0.797,1,0.295,-4.5,0.124,138.961,4,0.187,techno
Luke Slater,Freek Funk,0.0466,0.624,471067,0.926,0.958,8,0.347,-4.853,0.0871,129.999,4,0.261,techno
Pascal Feos,Ausklang,0.00506,0.776,414573,0.924,0.845,7,0.0926,-4.241,0.0668,129.984,3,0.59,techno
DJ Skull,Chi Life 2013 - Live,0.0727,0.666,368640,0.582,0.85,6,0.104,-16.871,0.0577,124.965,4,0.681,techno
Christian Smith,Work It - Fergie Remix,0.00431,0.8,459761,0.805,0.873,7,0.128,-7.527,0.0464,127.994,4,0.142,techno
Derrick May,The Dance,0.0751,0.763,432587,0.973,0.884,8,0.0972,-8.928,0.0696,128.986,4,0.714,techno
Ben Sims,I Feel It Deep - Sandwell District Remix,0.00144,0.642,423461,0.641,0.914,1,0.118,-12.208,0.0369,130.995,4,0.357,techno
Hardfloor,Acperience 1,0.0307,0.538,542938,0.907,0.859,7,0.0893,-11.182,0.0668,125.0,3,0.792,techno
DJ Assault,Dick By The Pound,0.00225,0.746,294061,0.583,0.929,10,0.0739,-9.512,0.108,150.099,4,0.477,techno
Soul Designer,Un Air De Provence,0.00092,0.779,389560,0.631,0.855,7,0.101,-14.703,0.0841,134.868,4,0.38,techno
Terrence Dixon,Encircle,0.042,0.677,264657,0.477,0.509,10,0.136,-15.312,0.037,124.009,4,0.741,techno
Alice Cooper,Poison,0.0468,0.313,269773,0.893,0.000158,2,0.136,-7.6,0.115,118.763,4,0.272,hard-rock
Blue Öyster Cult,(Don't Fear)The Reaper,0.00461,0.325,307800,0.887,5.59e-05,9,0.296,-10.817,0.062,141.333,4,0.418,hard-rock
Motörhead,Ace of Spades,0.00248,0.321,166707,0.99,0.00631,6,0.0924,-4.461,0.204,140.574,4,0.195,hard-rock
ZZ Top,La Grange,0.0128,0.469,234107,0.532,0.125,9,0.118,-15.666,0.0609,160.914,4,0.524,hard-rock
AC/DC JAM,Highway To Hell,0.494,0.186,222816,0.987,0.506,0,0.691,-2.713,0.0934,121.194,4,0.117,hard-rock
Van Halen,Jump,0.0745,0.547,239560,0.822,0.00943,0,0.0645,-7.201,0.0292,130.138,4,0.797,hard-rock
Mountain,Mississippi Queen,0.0975,0.58,151293,0.624,0,9,0.0411,-8.346,0.0784,139.72,4,0.662,hard-rock
Bon Jovi,It's My Life,0.0302,0.541,224600,0.936,3.03e-06,0,0.363,-3.038,0.0525,120.06,4,0.456,hard-rock
In This Moment,Whore,0.0254,0.604,245533,0.883,0,11,0.0813,-3.821,0.047,90.001,4,0.558,hard-rock
Journey,Separate Ways (Worlds Apart),0.0188,0.451,323707,0.962,3.17e-06,0,0.277,-3.947,0.0734,131.435,4,0.367,hard-rock
Metallica,Enter Sandman,0.00206,0.579,331573,0.824,0.00903,6,0.059,-8.71,0.03,123.331,4,0.64,hard-rock
Iron Maiden,The Trooper,0.0175,0.285,250947,0.866,0.0575,4,0.541,-6.762,0.0674,162.307,4,0.642,hard-rock
Whitesnake,Is This Love,0.00347,0.489,279200,0.801,2.74e-06,0,0.216,-6.455,0.0283,90.247,4,0.581,hard-rock
Van Halen,Runnin' With The Devil,0.0206,0.432,216733,0.88,0.000191,1,0.185,-5.769,0.0656,95.59,4,0.527,hard-rock
Guns N' Roses,November Rain,0.0259,0.329,536960,0.679,0.315,11,0.123,-8.219,0.0314,80.029,4,0.259,hard-rock
Black Sabbath,Paranoid,9.44e-05,0.239,267507,0.961,0.0619,8,0.964,-6.695,0.128,176.343,4,0.176,hard-rock
Deep Purple,Highway Star,0.0283,0.298,368507,0.895,0.00574,9,0.305,-7.647,0.0547,173.737,4,0.552,hard-rock
Mr. Big,To Be With You,0.49,0.337,275707,0.701,0,8,0.676,-7.004,0.227,84.661,4,0.535,hard-rock
Foreigner,I Want to Know What Love Is,0.291,0.469,299693,0.376,5.16e-06,6,0.0847,-12.969,0.0271,81.042,4,0.511,hard-rock
Scorpions,Rock You Like A Hurricane,0.0157,0.486,252173,0.706,0.000504,0,0.319,-10.398,0.0513,125.579,4,0.807,hard-rock
Lynyrd Skynyrd,Simple Man,0.00296,0.433,356960,0.756,0.00166,6,0.268,-8.763,0.0443,120.574,4,0.43,hard-rock
Led Zeppelin,Rock And Roll,0.000564,0.327,219800,0.895,0.0159,9,0.104,-7.428,0.0367,169.39,4,0.889,hard-rock
The Darkness,I Believe In A Thing Called Love,0.048,0.448,216800,0.878,1.33e-05,4,0.175,-2.953,0.0844,128.152,4,0.608,hard-rock
Twisted Sister,We're Not Gonna Take It,0.0127,0.502,219667,0.924,0,4,0.162,-6.299,0.0503,149.186,4,0.924,hard-rock
Aerosmith,Dream On,0.298,0.412,265093,0.528,5.03e-05,1,0.332,-6.613,0.0259,79.962,4,0.183,hard-rock
Black Sabbath,Iron Man,0.506,0.669,40133,0.295,0.902,5,0.225,-15.359,0.0996,91.33,4,0.759,hard-rock
Queen,Somebody To Love - Remastered 2011,0.172,0.492,296493,0.676,0,8,0.239,-6.861,0.0516,110.232,3,0.395,hard-rock
Kansas,Carry on Wayward Son,0.00283,0.453,322093,0.788,0.000119,7,0.441,-5.712,0.0326,126.737,4,0.793,hard-rock
Nightwish,Amaranth,0.00388,0.553,231413,0.874,0.00184,2,0.104,-3.685,0.0401,127.961,4,0.326,hard-rock
Scorpions,Wind Of Change,0.371,0.48,313227,0.535,0,0,0.0929,-10.232,0.0324,75.766,4,0.297,hard-rock
Steppenwolf,Magic Carpet Ride,0.157,0.619,260707,0.802,0.0373,4,0.108,-9.737,0.0588,110.277,4,0.79,hard-rock
Dio,Holy Diver,0.0642,0.476,353787,0.901,0.158,8,0.0557,-6.751,0.0975,91.955,4,0.112,hard-rock
Cream,White Room,0.212,0.549,298373,0.605,0.00759,0,0.0541,-12.69,0.0291,109.863,4,0.461,hard-rock
Def Leppard,Pour Some Sugar On Me (2012),0.00985,0.497,261532,0.849,0,9,0.106,-5.352,0.0612,169.937,4,0.72,hard-rock
Queen,Don't Stop Me Now,0.0653,0.56,209560,0.746,0.000394,5,0.51,-9.957,0.172,156.435,4,0.626,hard-rock
In This Moment,Adrenalize,0.00023,0.465,255773,0.96,0,6,0.129,-3.888,0.0792,132.014,4,0.419,hard-rock
Judas Priest,Breaking the Law,0.024,0.362,153840,0.961,9.35e-06,2,0.159,-5.664,0.0857,164.019,4,0.474,hard-rock
AC/DC JAM,You shook me all night long,0.132,0.228,229347,0.792,0,5,0.375,-8.0,0.0556,131.829,4,0.527,hard-rock
Cream,Sunshine Of Your Love,0.389,0.691,250400,0.592,3.29e-05,2,0.124,-8.089,0.0366,115.152,4,0.732,hard-rock
Within Temptation,Paradise (What About Us?) [Feat. Tarja],0.000583,0.461,319688,0.928,0.0012,4,0.615,-3.542,0.0697,135.03,4,0.436,hard-rock
Ozzy Osbourne,Crazy Train,0.0187,0.465,289467,0.903,0.00114,9,0.348,-4.628,0.0587,137.272,4,0.601,hard-rock
Billy Idol,Rebel Yell,0.00159,0.526,286773,0.823,0.000872,9,0.28,-6.744,0.056,166.375,4,0.496,hard-rock
Guns N' Roses,Sweet Child O' Mine,0.138,0.45,355267,0.941,0.123,6,0.108,-4.725,0.0489,125.138,4,0.651,hard-rock
KISS,I Was Made For Lovin' You,0.0227,0.698,270267,0.898,0.000124,4,0.0752,-4.268,0.078,128.954,4,0.9,hard-rock
Aerosmith,Crazy,0.0276,0.411,316667,0.813,2.16e-06,6,0.214,-4.152,0.0325,161.982,3,0.444,hard-rock
Queen,Bohemian Rhapsody,0.273,0.395,354320,0.407,0,0,0.212,-9.91,0.0545,143.456,4,0.249,hard-rock
Judas Priest,Painkiller,0.000195,0.435,365827,0.987,0.0847,1,0.268,-4.667,0.16,103.16,4,0.0993,hard-rock
Rush,Tom Sawyer,0.00257,0.433,274640,0.792,0.0136,9,0.0746,-10.685,0.0438,174.958,4,0.623,hard-rock
Foreigner,Waiting For A Girl Like You,0.144,0.326,287867,0.443,1.07e-06,10,0.0826,-10.508,0.0362,201.78,4,0.538,hard-rock
Golden Earring,Radar Love,0.0964,0.509,384080,0.695,0.0139,1,0.101,-9.583,0.0385,101.489,4,0.267,hard-rock
Led Zeppelin,Immigrant Song,0.00031,0.574,145067,0.926,0.478,11,0.386,-10.79,0.0562,113.097,4,0.627,hard-rock
AC/DC JAM,Back in black,0.149,0.105,227387,0.88,0,5,0.643,-8.007,0.0628,91.086,4,0.19,hard-rock
Velvet Revolver,Slither,0.000266,0.478,248307,0.974,0.0984,7,0.0738,-3.866,0.102,141.077,4,0.25,hard-rock
ZZ Top,Gimme All Your Lovin',0.00322,0.63,241080,0.788,0.0237,5,0.0883,-6.7,0.0298,120.059,4,0.646,hard-rock
Journey,Faithfully,0.0979,0.202,267080,0.644,0,11,0.109,-5.212,0.0324,85.04,5,0.267,hard-rock
The Runaways,Cherry Bomb,0.0635,0.492,138707,0.835,2.09e-05,11,0.135,-8.072,0.0769,136.814,4,0.495,hard-rock
Ratt,Round and Round,0.0135,0.616,266627,0.965,0.000174,11,0.119,-4.464,0.0613,126.535,4,0.405,hard-rock
Twisted Sister,I Wanna Rock,0.00512,0.504,179760,0.911,0.0123,2,0.355,-2.97,0.0738,106.244,4,0.66,hard-rock
Danzig,Mother,0.01,0.364,204867,0.755,0.000366,11,0.0856,-9.308,0.0689,148.83,4,0.45,hard-rock
Nightwish,Nemo,0.0002,0.497,276120,0.737,7.55e-05,3,0.0744,-6.291,0.0353,125.045,4,0.351,hard-rock
Mötley Crüe,Kickstart My Heart,0.00111,0.474,284027,0.977,0.00298,7,0.201,-3.839,0.176,89.494,4,0.245,hard-rock
Judas Priest,You've Got Another Thing Comin',0.00491,0.512,309847,0.814,4.23e-06,11,0.0919,-7.12,0.047,138.226,4,0.549,hard-rock
Slash,World On Fire,4.42e-05,0.44,271027,0.977,0,1,0.374,-3.056,0.0831,174.025,4,0.543,hard-rock
Boston,More Than a Feeling,0.000894,0.377,285133,0.682,0.00217,7,0.0504,-8.039,0.0299,108.736,4,0.277,hard-rock
Iron Maiden,Fear of the Dark,0.000674,0.301,436960,0.813,0.000631,2,0.197,-8.786,0.0568,109.25,4,0.234,hard-rock
Amaranthe,Drop Dead Cynical,4.61e-05,0.289,197853,0.909,0.000254,7,0.0936,-3.95,0.0979,140.068,4,0.485,hard-rock
Dio,Rainbow in the Dark,0.000692,0.512,256933,0.947,0.114,9,0.0283,-5.659,0.0401,117.461,4,0.603,hard-rock
Bon Jovi,You Give Love A Bad Name,0.0353,0.533,223147,0.963,1.33e-06,0,0.368,-2.528,0.0562,122.812,4,0.778,hard-rock
Led Zeppelin,Black Dog,0.274,0.432,294000,0.848,0.0344,4,0.233,-8.095,0.0878,81.201,4,0.724,hard-rock
Ted Nugent,Stranglehold,0.0183,0.484,503067,0.711,0.173,2,0.0941,-7.784,0.0331,148.189,4,0.492,hard-rock
Andrew W.K.,Party Hard,3.3e-05,0.46,184907,0.992,9.21e-06,4,0.184,-3.43,0.043,162.251,4,0.772,hard-rock
Robert Plant,Rainbow,0.415,0.432,256360,0.523,0.35,9,0.281,-8.937,0.0284,147.972,4,0.299,hard-rock
Europe,Carrie - Single Version,0.0717,0.44,269587,0.524,0,7,0.339,-6.533,0.0277,136.309,4,0.144,hard-rock
Scorpions,Still Loving You,0.24,0.278,385560,0.536,0.0127,8,0.163,-7.261,0.0324,105.067,4,0.111,hard-rock
Sabaton,To Hell and Back,0.00318,0.536,206547,0.849,0.00197,0,0.104,-4.702,0.0616,127.002,4,0.297,hard-rock
Heart,Barracuda,0.00368,0.51,262853,0.926,0.0365,4,0.137,-4.073,0.0613,137.374,4,0.593,hard-rock
Whitesnake,Here I Go Again,0.156,0.396,275733,0.666,3.06e-05,7,0.151,-11.892,0.0352,90.173,4,0.266,hard-rock
ZZ Top,Sharp Dressed Man,0.000998,0.592,255640,0.888,0.0006,5,0.0751,-4.133,0.0289,124.947,4,0.397,hard-rock
Iron Maiden,Run to the Hills,0.00837,0.225,233947,0.951,0.000225,0,0.219,-4.654,0.0924,173.241,4,0.484,hard-rock
Survivor,Eye of the Tiger,0.195,0.806,244080,0.599,0.000455,0,0.0837,-9.379,0.0323,109.016,4,0.584,hard-rock
Nightwish,Bye Bye Beautiful,0.000121,0.488,254573,0.88,0.000783,9,0.103,-5.158,0.045,148.051,4,0.382,hard-rock
Amaranthe,The Nexus,0.00012,0.506,197185,0.961,0,6,0.083,-5.054,0.135,105.007,4,0.582,hard-rock
Rainbow,Man On The Silver Mountain,0.308,0.589,276387,0.782,0.0274,7,0.061,-8.151,0.0308,107.526,4,0.836,hard-rock
Lynyrd Skynyrd,Sweet Home Alabama,0.247,0.612,283733,0.628,0.000194,7,0.0907,-10.385,0.0257,97.903,4,0.927,hard-rock
Cinderella,Don't Know What You Got (Till It's Gone),0.229,0.36,354640,0.527,0.000792,9,0.0536,-9.883,0.0289,132.639,4,0.247,hard-rock
Deep Purple,Smoke On The Water,0.27,0.682,231307,0.45,0.213,0,0.183,-15.978,0.0321,114.123,4,0.831,hard-rock
Guns N' Roses,Welcome To The Jungle,0.0301,0.456,271867,0.978,0.499,10,0.313,-4.869,0.112,123.411,4,0.342,hard-rock
Heart,Alone,0.609,0.411,218733,0.685,0.0001,1,0.108,-5.755,0.0377,175.186,4,0.159,hard-rock
Bon Jovi,Livin' On A Prayer,0.0665,0.52,250627,0.887,0.000179,0,0.186,-3.296,0.0349,122.528,4,0.792,hard-rock
Europe,The Final Countdown,0.0628,0.536,310333,0.844,0.00084,6,0.0608,-6.918,0.058,117.652,4,0.187,hard-rock
Jethro Tull,Locomotive Breath,0.112,0.713,263960,0.569,0.00643,11,0.144,-10.908,0.07,124.629,4,0.307,hard-rock
Kansas,Dust in the Wind,0.212,0.498,205600,0.251,1.59e-05,9,0.107,-13.734,0.0299,93.546,4,0.416,hard-rock
Steppenwolf,Born To Be Wild,0.108,0.498,209200,0.798,0.000702,9,0.31,-8.867,0.0708,146.194,4,0.618,hard-rock
Journey,Don't Stop Believin',0.127,0.5,250987,0.748,0,4,0.447,-9.072,0.0363,118.852,4,0.53,hard-rock
Metallica,Master Of Puppets,0.000608,0.538,516293,0.872,0.573,4,0.0946,-7.658,0.0361,105.102,4,0.588,hard-rock
